collection_no,NOW_loc,collection_name,collection_aka,stratgroup,formation,member,cc,cc.1,state,county,early_interval,late_interval,max_ma,min_ma,diff,notes,
185937,CP84B,Hermosa (Oligocene),,,Brule,Poleslide,US,US,South Dakota,Custer,Whitneyan,,33.3,30.8,2.5,,
17356,CP84B,Oelrichs (Upper),,,Brule,Poleslide,US,US,South Dakota,Fall River,Whitneyan,,33.3,30.8,2.5,,
17347,CP84B,Norbeck Pass (Brule Zone D),,,Brule,Poleslide,US,US,South Dakota,Jackson,Whitneyan,,33.3,30.8,2.5,,
17348,CP84B,Norbeck Pass (Brule Zone D),,,Brule,Poleslide,US,US,South Dakota,Jackson,Whitneyan,,33.3,30.8,2.5,,
17355,CP84B,Northwest of Interior,,,Brule,Poleslide,US,US,South Dakota,Jackson,Whitneyan,,33.3,30.8,2.5,,
17309,CP84B,Battle Creek Draw,,,Brule,Poleslide,US,US,South Dakota,Pennington,Whitneyan,,33.3,30.8,2.5,,
17352,CP84B,North of School of Mines Canyon (Lower),,,Brule,Poleslide,US,US,South Dakota,Pennington,Whitneyan,,33.3,30.8,2.5,,
17353,CP84B,North of School of Mines Canyon (Upper),,,Brule,Poleslide,US,US,South Dakota,Pennington,Whitneyan,,33.3,30.8,2.5,,
17360,CP84B,Pinnacles,,,Brule,Poleslide,US,US,South Dakota,Pennington,Whitneyan,,33.3,30.8,2.5,,
17312,CP84B,Bloom Ranch,AMNH Rosebud 33; Godsell Ranch (in part); SDSM V-5411,,Brule,Poleslide,US,US,South Dakota,Shannon,Whitneyan,,33.3,30.8,2.5,,
17314,CP84B,Cedar Butte,,,Brule,Poleslide,US,US,South Dakota,Shannon,Whitneyan,,33.3,30.8,2.5,,
17329,CP84B,East of Rockyford (Protoceras Channels),,,Brule,Poleslide,US,US,South Dakota,Shannon,Whitneyan,,33.3,30.8,2.5,,
17332,CP84B,Five Miles Below Mouth of Porcupine Creek,,,Brule,Poleslide,US,US,South Dakota,Shannon,Whitneyan,,33.3,30.8,2.5,,
17334,CP84B,Grass Creek,,,Brule,Poleslide,US,US,South Dakota,Shannon,Whitneyan,,33.3,30.8,2.5,,
17340,CP84B,Head of Spring Creek (Poleslide/South Dakota),,,Brule,Poleslide,US,US,South Dakota,Shannon,Whitneyan,,33.3,30.8,2.5,,
17343,CP84B,Indian Stronghold (Leptauchenia Beds),,,Brule,Poleslide,US,US,South Dakota,Shannon,Whitneyan,,33.3,30.8,2.5,,
17344,CP84B,Indian Stronghold (Protoceras Channel),,,Brule,Poleslide,US,US,South Dakota,Shannon,Whitneyan,,33.3,30.8,2.5,,
17342,CP84B,Indian Stronghold (Upper Oreodon),,,Brule,Poleslide,US,US,South Dakota,Shannon,Whitneyan,,33.3,30.8,2.5,,
17357,CP84B,Palmer Creek (Anthill),,,Brule,Poleslide,US,US,South Dakota,Shannon,Whitneyan,,33.3,30.8,2.5,,
17359,CP84B,Palmer Creek (Channel Facies),,,Brule,Poleslide,US,US,South Dakota,Shannon,Whitneyan,,33.3,30.8,2.5,,
17358,CP84B,Palmer Creek (Leptauchenia Facies),,,Brule,Poleslide,US,US,South Dakota,Shannon,Whitneyan,,33.3,30.8,2.5,,
17362,CP84B,Quinn Draw (Upper Nodular Zone),,,Brule,Poleslide,US,US,South Dakota,Shannon,Whitneyan,,33.3,30.8,2.5,,
17370,CP84B,Rock Springs (South Dakota),,,Brule,Poleslide,US,US,South Dakota,Shannon,Whitneyan,,33.3,30.8,2.5,,
17378,CP84B,Sharp's Store,,,Brule,Poleslide,US,US,South Dakota,Shannon,Whitneyan,,33.3,30.8,2.5,,
17429,CP84B,West of Grass Creek Area,,,Brule,Poleslide,US,US,South Dakota,Shannon,Whitneyan,,33.3,30.8,2.5,,
17437,CP84B,Wolff Ranch (LACM 1990),,,Brule,Poleslide,US,US,South Dakota,Shannon,Whitneyan,,33.3,30.8,2.5,,
17438,CP84B,Wolff Ranch (LACM 2002),,,Brule,Poleslide,US,US,South Dakota,Shannon,Whitneyan,,33.3,30.8,2.5,,
17324,CP84B,Craven Basin,,,Brule,Poleslide,US,US,South Dakota,Washabaugh,Whitneyan,,33.3,30.8,2.5,,
17339,CP84B,Hay Creek,,,Brule,Poleslide,US,US,South Dakota,Washabaugh,Whitneyan,,33.3,30.8,2.5,,
17363,CP84B,Quiver Hill (Lower Poleslide),,,Brule,Poleslide,US,US,South Dakota,Washabaugh,Whitneyan,,33.3,30.8,2.5,,
17364,CP84B,Quiver Hill (Upper Poleslide),,,Brule,Poleslide,US,US,South Dakota,Washabaugh,Whitneyan,,33.3,30.8,2.5,,
17387,CP84B,South of Interior (Poleslide),,,Brule,Poleslide,US,US,South Dakota,Washabaugh,Whitneyan,,33.3,30.8,2.5,,
17431,CP84B,West Side of Potato Creek,,,Brule,Poleslide,US,US,South Dakota,Washabaugh,Whitneyan,,33.3,30.8,2.5,,
17317,CP84B,Cedar Pass (Leptauchenia Clays),,White River,Brule,upper Poleslide,US,US,South Dakota,Jackson,Whitneyan,,33.3,30.8,2.5,,
17316,CP84B,Cedar Pass (Protoceras Beds),,,Brule,upper Poleslide,US,US,South Dakota,Jackson,Whitneyan,,33.3,30.8,2.5,,
17380,CP84B,Sheep Mountain Table (Poleslide),,,Brule,upper Poleslide,US,US,South Dakota,Pennington,Whitneyan,,33.3,30.8,2.5,,
17345,CP84B,Medicine Root Creek,LACM 2006,,Brule,upper Poleslide,US,US,South Dakota,Shannon,Whitneyan,,33.3,30.8,2.5,,
17336,CP84B,Harris Ranch Unit B,,,Brule,Whitney,US,US,South Dakota,Fall River,Whitneyan,,33.3,30.8,2.5,,
17337,CP84B,Harris Ranch Unit C,,,Brule,Whitney,US,US,South Dakota,Fall River,Whitneyan,,33.3,30.8,2.5,,
17338,CP84B,Harris Ranch Unit D,,,Brule,Whitney,US,US,South Dakota,Fall River,Whitneyan,,33.3,30.8,2.5,,
17382,CP84B,Silas Ranch (Leptauchenia Beds),DUPLICATE REF 3725 or 3745,,Brule,,US,US,South Dakota,Fall River,Whitneyan,,33.3,30.8,2.5,,
17436,CP84B,Wolff Lake,,,Brule,,US,US,South Dakota,Shannon,Whitneyan,,33.3,30.8,2.5,,
17326,CP84B,Crow Buttes (Whitney-South Dakota),,,,,US,US,South Dakota,Harding,Whitneyan,,33.3,30.8,2.5,,
17384,CP84B,Slim Buttes Brule F,,,,,US,US,South Dakota,Harding,Whitneyan,,33.3,30.8,2.5,,
17385,CP84B,Slim Buttes Brule G/H,,,,,US,US,South Dakota,Harding,Whitneyan,,33.3,30.8,2.5,,
207805,CP84B,South of White River,,,Brule,Upper,US,US,South Dakota,Mellette,Rupelian,Whitneyan,33.9,30.8,3.1,,
17520,CP84C,Harris Ranch Unit E Silt,Blue Ash Channel,,Sharps,,US,US,South Dakota,Fall River,Arikareean,,30.8,20.43,10.37,,
17379,CP85A,Sharps (SDSM V-545),LACM 1987,,Sharps,,US,US,South Dakota,Shannon,Whitneyan,,33.3,30.8,2.5,,
17705,CP85A,Two Cat,UCMP V-79034,,Sharps,lower,US,US,South Dakota,Washabaugh,Geringian,,30.8,26.3,4.5,,
17592,CP85A,Quiver Hill (Sharps A),,,Sharps,,US,US,South Dakota,Washabaugh,Geringian,,30.8,26.3,4.5,,
17593,CP85B,Quiver Hill (Sharps B),,,Sharps,,US,US,South Dakota,Washabaugh,Geringian,,30.8,26.3,4.5,,
17496,CP85B,Eagle Nest Butte (Brule),,,Brule,upper,US,US,South Dakota,Jackson,Arikareean,,30.8,20.43,10.37,,
17483,CP85B,Cedar Pass (Rockyford Ash),Sharps A,,,,US,US,South Dakota,Jackson,Arikareean,,30.8,20.43,10.37,,
17578,CP85B,Northwest of Wanblee,Sharps B,,,,US,US,South Dakota,Washabaugh,Arikareean,,30.8,20.43,10.37,,
17621,CP85C,Sharps (SDSM V-5341),LACM 2004,,Sharps,middle,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17629,CP85C,Sharps (SDSM V-5353),,,Sharps,middle,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17631,CP85C,Sharps (SDSM V-5355),,,Sharps,middle,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17632,CP85C,Sharps (SDSM V-5356),,,Sharps,middle,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17633,CP85C,Sharps (SDSM V-5357),LACM 1984,,Sharps,middle,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17634,CP85C,Sharps (SDSM V-5358),LACM 1966,,Sharps,middle,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17635,CP85C,Sharps (SDSM V-5359),"LACM 1821, LACM 1981",,Sharps,middle,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17636,CP85C,Sharps (SDSM V-5360),"LACM 1861, LACM 1982",,Sharps,middle,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17641,CP85C,Sharps (SDSM V-541),LACM 1955,,Sharps,middle,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17643,CP85C,Sharps (SDSM V-543),LACM 1989,,Sharps,middle,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17644,CP85C,Sharps (SDSM V-544),LACM 1959,,Sharps,middle,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17645,CP85C,Sharps (SDSM V-549),,,Sharps,Rockyford,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17619,CP85C,Sharps (SDSM V-5339),,,Sharps,upper,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17620,CP85C,Sharps (SDSM V-5340),,,Sharps,upper,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17623,CP85C,Sharps (SDSM V-5347),,,Sharps,upper,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17624,CP85C,Sharps (SDSM V-5348),,,Sharps,upper,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17625,CP85C,Sharps (SDSM V-5349),,,Sharps,upper,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17626,CP85C,Sharps (SDSM V-5350),,,Sharps,upper,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17627,CP85C,Sharps (SDSM V-5351),LACM 1976,,Sharps,upper,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17628,CP85C,Sharps (SDSM V-5352),,,Sharps,upper,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17630,CP85C,Sharps (SDSM V-5354),LACM 1819; St. John's,,Sharps,upper,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17637,CP85C,Sharps (SDSM V-5361),LACM 1983,,Sharps,upper,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17638,CP85C,Sharps (SDSM V-5362),"""The Needle""; LACM 1975",,Sharps,upper,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17639,CP85C,Sharps (SDSM V-5363),,,Sharps,upper,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17640,CP85C,Sharps (SDSM V-5365),LACM 1977,,Sharps,upper,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17660,CP85C,Sharps (SDSM V-6230),Horncloud; LACM 1820,,Sharps,upper,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17668,CP85C,Southeast Corner of Pinnacles,,,Sharps,,US,US,South Dakota,Pennington,Geringian,,30.8,26.3,4.5,,
17459,CP85C,AMNH Rosebud 25,,,Sharps,,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17501,CP85C,East of Rockyford (Sharps),,,Sharps,,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17505,CP85C,F:AM Rosebud 1,,,Sharps,,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17607,CP85C,Sharps (LACM 1829),,,Sharps,,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17608,CP85C,Sharps (LACM 1872),,,Sharps,,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17609,CP85C,Sharps (LACM 1994),Wolff Ranch Badlands,,Sharps,,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17610,CP85C,Sharps (LACM 1997),,,Sharps,,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17611,CP85C,Sharps (LACM 2005),,,Sharps,,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17612,CP85C,Sharps (LACM 2007),West Fork of Medicine Root Creek,,Sharps,,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17613,CP85C,Sharps (LACM 6412),,,Sharps,,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17614,CP85C,Sharps (LACM 6453),,,Sharps,,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17615,CP85C,Sharps (LACM 6457),,,Sharps,,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17616,CP85C,Sharps (LACM 6670),,,Sharps,,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17617,CP85C,Sharps (LACM 6677),,,Sharps,,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17618,CP85C,Sharps (LACM 6898),Groom Ranch,,Sharps,,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17622,CP85C,Sharps (SDSM V-5345),,,Sharps,,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17642,CP85C,Sharps (SDSM V-542),,,Sharps,,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17646,CP85C,Sharps (SDSM V-5672),,,Sharps,,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17647,CP85C,Sharps (SDSM V-572),,,Sharps,,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17650,CP85C,Sharps (SDSM V-6211),LACM 1992,,Sharps,,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17651,CP85C,Sharps (SDSM V-6218),LACM 1956,,Sharps,,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17648,CP85C,Sharps (SDSM V-622),LACM 1991,,Sharps,,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17652,CP85C,Sharps (SDSM V-6220),,,Sharps,,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17653,CP85C,Sharps (SDSM V-6221),LACM 1957,,Sharps,,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17654,CP85C,Sharps (SDSM V-6223),LACM 1980,,Sharps,,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17655,CP85C,Sharps (SDSM V-6224),LACM 1986,,Sharps,,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17656,CP85C,Sharps (SDSM V-6225),,,Sharps,,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17657,CP85C,Sharps (SDSM V-6226),LACM 1985,,Sharps,,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17658,CP85C,Sharps (SDSM V-6227),,,Sharps,,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17659,CP85C,Sharps (SDSM V-6228),LACM 1958,,Sharps,,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17649,CP85C,Sharps (SDSM V-624),LACM 1974,,Sharps,,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17661,CP85C,Sharps (SDSM V-76043),Wolff Camp 2,,Sharps,,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17662,CP85C,Sharps (SDSM V-76047),,,Sharps,,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17663,CP85C,Sheep Mountain (Sharps A),,,Sharps,,US,US,South Dakota,Shannon,Geringian,,30.8,26.3,4.5,,
17589,CP85C,Potato Creek (Sharps A),,,Sharps,,US,US,South Dakota,Washabaugh,Geringian,,30.8,26.3,4.5,,
17665,CP85C,Silas Ranch (Sharps),,,Sharps,,US,US,South Dakota,Washabaugh,Geringian,,30.8,26.3,4.5,,
17693,CP85C,South of Interior (Sharps),,,Sharps,,US,US,South Dakota,Washabaugh,Geringian,,30.8,26.3,4.5,,
17725,CP85C,White Earth Creek,,,,,US,US,South Dakota,Shannon,Arikareean,,30.8,20.43,10.37,loc for age only - formation unknown; from Barnosky and Carrasco 2002,
17579,CP85C,Oak Creek,"""Lower Rosebud""",,,,US,US,South Dakota,Washabaugh,Arikareean,,30.8,20.43,10.37,,
17605,CP85D,Sharps (Below Cedar Pass Stream Channel),Sharps A,,Sharps,,US,US,South Dakota,Jackson,Arikareean,,30.8,20.43,10.37,,
17606,CP85D,Sharps (Cedar Pass Stream Channel),Sharps A,,Sharps,,US,US,South Dakota,Jackson,Arikareean,,30.8,20.43,10.37,,
17517,CP85D,Godsell Ranch (SDSM V-5410),,,Sharps,,US,US,South Dakota,Shannon,Arikareean,,30.8,20.43,10.37,,
17516,CP85D,Godsell Ranch Channel,SDSM V-5413,,Sharps,,US,US,South Dakota,Shannon,Arikareean,,30.8,20.43,10.37,,
17498,CP86A,East of Kyle,,,"""Lower Rosebud Beds""",,US,US,South Dakota,Washabaugh,Arikareean,,30.8,20.43,10.37,,
17533,CP86A,Little White River (Rosebud Formation),,,Rosebud,,US,US,South Dakota,Todd,Arikareean,,30.8,20.43,10.37,,
17601,CP86A,Rosebud Agency (Gidley Collection),,,Rosebud,,US,US,South Dakota,Todd,Arikareean,,30.8,20.43,10.37,,
17706,CP86A,UNSM 5001-87,,,Rosebud,,US,US,South Dakota,Todd,Arikareean,,30.8,20.43,10.37,,
17545,CP86B,Monroe Creek (AMNH Rosebud 10),,,Monroe Creek,,US,US,South Dakota,Shannon,Monroecreekian,,26.3,24.8,1.5,,
17546,CP86B,Monroe Creek (AMNH Rosebud 11),,,Monroe Creek,,US,US,South Dakota,Shannon,Monroecreekian,,26.3,24.8,1.5,,
17547,CP86B,Monroe Creek (AMNH Rosebud 12),,,Monroe Creek,,US,US,South Dakota,Shannon,Monroecreekian,,26.3,24.8,1.5,,
17548,CP86B,Monroe Creek (AMNH Rosebud 13),,,Monroe Creek,,US,US,South Dakota,Shannon,Monroecreekian,,26.3,24.8,1.5,,
17549,CP86B,Monroe Creek (LACM 1862),,,Monroe Creek,,US,US,South Dakota,Shannon,Monroecreekian,,26.3,24.8,1.5,,
17550,CP86B,Monroe Creek (LACM 1873),,,Monroe Creek,,US,US,South Dakota,Shannon,Monroecreekian,,26.3,24.8,1.5,,
17554,CP86B,Monroe Creek (LACM 1964),,,Monroe Creek,,US,US,South Dakota,Shannon,Monroecreekian,,26.3,24.8,1.5,,
17551,CP86B,Monroe Creek (LACM 1978),,,Monroe Creek,,US,US,South Dakota,Shannon,Monroecreekian,,26.3,24.8,1.5,,
17552,CP86B,Monroe Creek (LACM 2018),,,Monroe Creek,,US,US,South Dakota,Shannon,Monroecreekian,,26.3,24.8,1.5,,
17553,CP86B,Monroe Creek (LACM 65130),,,Monroe Creek,,US,US,South Dakota,Shannon,Monroecreekian,,26.3,24.8,1.5,,
17555,CP86B,Monroe Creek (SDSM V-592),,,Monroe Creek,,US,US,South Dakota,Shannon,Monroecreekian,,26.3,24.8,1.5,,
17556,CP86B,Monroe Creek (SDSM V-621),Window Butte,,Monroe Creek,,US,US,South Dakota,Shannon,Monroecreekian,,26.3,24.8,1.5,,
17560,CP86B,Monroe Creek (SDSM V-6210),,,Monroe Creek,,US,US,South Dakota,Shannon,Monroecreekian,,26.3,24.8,1.5,,
17561,CP86B,Monroe Creek (SDSM V-6215),LACM 2008; Ironcloud Ranch,,Monroe Creek,,US,US,South Dakota,Shannon,Monroecreekian,,26.3,24.8,1.5,,
17562,CP86B,Monroe Creek (SDSM V-6222),,,Monroe Creek,,US,US,South Dakota,Shannon,Monroecreekian,,26.3,24.8,1.5,,
17564,CP86B,Monroe Creek (SDSM V-6229),LACM 1871,,Monroe Creek,,US,US,South Dakota,Shannon,Monroecreekian,,26.3,24.8,1.5,,
17557,CP86B,Monroe Creek (SDSM V-625),,,Monroe Creek,,US,US,South Dakota,Shannon,Monroecreekian,,26.3,24.8,1.5,,
17558,CP86B,Monroe Creek (SDSM V-627),,,Monroe Creek,,US,US,South Dakota,Shannon,Monroecreekian,,26.3,24.8,1.5,,
17559,CP86B,Monroe Creek (SDSM V-629),,,Monroe Creek,,US,US,South Dakota,Shannon,Monroecreekian,,26.3,24.8,1.5,,
17563,CP86B,Monroe Creek (SDSM V-6224),LACM 1986,,,,US,US,South Dakota,Shannon,Monroecreekian,,26.3,24.8,1.5,,
17981,CP86B,Potato Creek,,,"""Lower Rosebud"" Beds",,US,US,South Dakota,Jackson,Hemingfordian,,20.43,15.97,4.46,,
87209,CP86B,Boochoerus angustus type locality,Porcupine Creek,,,,US,US,South Dakota,Shannon,Late Oligocene,,28.4,23.03,5.37,,
17731,CP86B,Yellow Bear Quarry,SDSM V-674,,Monroe Creek,,US,US,South Dakota,Bennett,Arikareean,,30.8,20.43,10.37,,
173643,CP86B,Slim Butte - Monroe Creek Formation,,Arikaree,Monroe Creek,,US,US,South Dakota,Harding,Arikareean,,30.8,20.43,10.37,,
17441,CP86B,ACM Rosebud 1,,,Monroe Creek,,US,US,South Dakota,Shannon,Arikareean,,30.8,20.43,10.37,,
17442,CP86B,ACM Rosebud 2,,,Monroe Creek,,US,US,South Dakota,Shannon,Arikareean,,30.8,20.43,10.37,,
17443,CP86B,ACM Rosebud 3,,,Monroe Creek,,US,US,South Dakota,Shannon,Arikareean,,30.8,20.43,10.37,,
17460,CP86B,AMNH Rosebud 30,,,Monroe Creek,,US,US,South Dakota,Shannon,Arikareean,,30.8,20.43,10.37,,
17461,CP86B,AMNH Rosebud 31,,,Monroe Creek,,US,US,South Dakota,Shannon,Arikareean,,30.8,20.43,10.37,,
17450,CP86B,AMNH Rosebud 4,,,Monroe Creek,,US,US,South Dakota,Shannon,Arikareean,,30.8,20.43,10.37,,
17452,CP86B,AMNH Rosebud 8,,,Monroe Creek,,US,US,South Dakota,Shannon,Arikareean,,30.8,20.43,10.37,,
17453,CP86B,AMNH Rosebud 9,,,Monroe Creek,,US,US,South Dakota,Shannon,Arikareean,,30.8,20.43,10.37,,
17507,CP86B,FMNH Rosebud 1,,,Monroe Creek,,US,US,South Dakota,Shannon,Arikareean,,30.8,20.43,10.37,,
17529,CP86B,LACM 6876,,,,,US,US,South Dakota,Bennett,Arikareean,,30.8,20.43,10.37,,
17743,CP86C,American Horse Creek,SDSM V-696,Arikaree,Harrison,Lower,US,US,South Dakota,Shannon,Harrisonian,,24.8,20.43,4.37,,
17444,CP86C,ACM Rosebud 4,,,Harrison,,US,US,South Dakota,Shannon,Harrisonian,,24.8,20.43,4.37,,
17445,CP86C,ACM Rosebud 5,,,Harrison,,US,US,South Dakota,Shannon,Harrisonian,,24.8,20.43,4.37,,
17454,CP86C,AMNH Rosebud 14,,,Harrison,,US,US,South Dakota,Shannon,Harrisonian,,24.8,20.43,4.37,,
17455,CP86C,AMNH Rosebud 15,,,Harrison,,US,US,South Dakota,Shannon,Harrisonian,,24.8,20.43,4.37,,
17456,CP86C,AMNH Rosebud 19,,,Harrison,,US,US,South Dakota,Shannon,Harrisonian,,24.8,20.43,4.37,,
17457,CP86C,AMNH Rosebud 20,,,Harrison,,US,US,South Dakota,Shannon,Harrisonian,,24.8,20.43,4.37,,
17458,CP86C,AMNH Rosebud 21,,,Harrison,,US,US,South Dakota,Shannon,Harrisonian,,24.8,20.43,4.37,,
17449,CP86C,AMNH Rosebud 3,,,Harrison,,US,US,South Dakota,Shannon,Harrisonian,,24.8,20.43,4.37,,
17451,CP86C,AMNH Rosebud 7,,,Harrison,,US,US,South Dakota,Shannon,Harrisonian,,24.8,20.43,4.37,,
17506,CP86C,F:AM Rosebud 2,,,Harrison,,US,US,South Dakota,Shannon,Harrisonian,,24.8,20.43,4.37,,
17519,CP86C,Harrison (LACM 2012),,,Harrison,,US,US,South Dakota,Shannon,Harrisonian,,24.8,20.43,4.37,,
17779,CP86C,Eagle Nest Butte (Harrison),,,Harrison,,US,US,South Dakota,Washabaugh,Harrisonian,,24.8,20.43,4.37,,
17447,CP86C,AMNH Rosebud 1,,,Harrison,,US,US,South Dakota,Shannon,Arikareean,,30.8,20.43,10.37,,
17448,CP86C,AMNH Rosebud 2,,,Harrison,,US,US,South Dakota,Shannon,Arikareean,,30.8,20.43,10.37,,
17462,CP86C,AMNH Rosebud 32,,,Harrison,,US,US,South Dakota,Shannon,Arikareean,,30.8,20.43,10.37,,
17688,CP86C,South of Kyle,,,Harrison,,US,US,South Dakota,Washabaugh,Arikareean,,30.8,20.43,10.37,,
69921,CP86D,Rosebud (UNSM SDK10),,,Rosebud,,US,US,South Dakota,Shannon,Monroecreekian,,26.3,24.8,1.5,,
17747,CP86D,AMNH Rosebud 16,,,Anderson Ranch,,US,US,South Dakota,Shannon,Harrisonian,,24.8,20.43,4.37,,
17751,CP86D,AMNH Rosebud 23,,,Anderson Ranch,,US,US,South Dakota,Shannon,Harrisonian,,24.8,20.43,4.37,,
17748,CP86D,AMNH Rosebud 17,,,Rosebud,,US,US,South Dakota,Shannon,Harrisonian,,24.8,20.43,4.37,,
17749,CP86D,AMNH Rosebud 18,,,Rosebud,,US,US,South Dakota,Shannon,Harrisonian,,24.8,20.43,4.37,,
17750,CP86D,AMNH Rosebud 22,,,Rosebud,,US,US,South Dakota,Shannon,Harrisonian,,24.8,20.43,4.37,,
17752,CP86D,AMNH Rosebud 24,,,Rosebud,,US,US,South Dakota,Shannon,Harrisonian,,24.8,20.43,4.37,,
17753,CP86D,AMNH Rosebud 26,,,Rosebud,,US,US,South Dakota,Shannon,Harrisonian,,24.8,20.43,4.37,,
17754,CP86D,AMNH Rosebud 27,,,Rosebud,,US,US,South Dakota,Shannon,Harrisonian,,24.8,20.43,4.37,,
17755,CP86D,AMNH Rosebud 28,,,Rosebud,,US,US,South Dakota,Shannon,Harrisonian,,24.8,20.43,4.37,,
17756,CP86D,AMNH Rosebud 29,,,Rosebud,,US,US,South Dakota,Shannon,Harrisonian,,24.8,20.43,4.37,,
17745,CP86D,AMNH Rosebud 5,"E. of Porcupine Butte, ""Bird Head"" of Porcupine Creek",,Rosebud,,US,US,South Dakota,Shannon,Harrisonian,,24.8,20.43,4.37,,
17746,CP86D,AMNH Rosebud 6,,,Rosebud,,US,US,South Dakota,Shannon,Harrisonian,,24.8,20.43,4.37,,
17782,CP86D,FMNH Rosebud 2,,,Rosebud,,US,US,South Dakota,Shannon,Harrisonian,,24.8,20.43,4.37,,
17783,CP86D,FMNH Rosebud 3,,,Rosebud,,US,US,South Dakota,Shannon,Harrisonian,,24.8,20.43,4.37,,
17825,CP86D,Rosebud (LACM 1830),,,Rosebud,,US,US,South Dakota,Shannon,Harrisonian,,24.8,20.43,4.37,,
17826,CP86D,Rosebud (LACM 1864),,,Rosebud,,US,US,South Dakota,Shannon,Harrisonian,,24.8,20.43,4.37,,
17827,CP86D,Rosebud (LACM 1865),,,Rosebud,,US,US,South Dakota,Shannon,Harrisonian,,24.8,20.43,4.37,,
17828,CP86D,Rosebud (LACM 1873),,,Rosebud,,US,US,South Dakota,Shannon,Harrisonian,,24.8,20.43,4.37,,
17829,CP86D,Rosebud (LACM 1993),,,Rosebud,,US,US,South Dakota,Shannon,Harrisonian,,24.8,20.43,4.37,,
